,ID,date,dept,annee_const,hauteur,etages,mat_murs,mat_toits,nb_angles,surface_bati_dur,surface_bati_leger,surface_parcelle,nb_bati_dur,nb_bati_leger,NbPieces 
2948,3421437,28/02/2019,95,1924,5.4,2,45,10,9,153.3,22.9,972.4761893,1,1,4p
13685,1603035,28/11/2019,44,1974,3.1,1,50,10,10,102.7,0,6801.811745,1,0,4p
870,2169072,01/07/2019,62,1956,6.4,2,40,90,12,113.6,0,662.950309,1,0,5p
3388,2319694,31/01/2019,66,1983,3.1,1,30,10,9,57.6,0,185.0788267,1,0,4p
8197,2293255,05/07/2016,78,1938,4.8,1,50,10,7,117.2,2.4,689.12797,1,1,4p
1452,775063,18/12/2015,31,1994,5.8,2,40,10,14,81,0,231.9545329,1,0,4p
6045,2718019,12/07/2018,90,2004,4.5,2,35,19,10,181.2,0,875.9877815,1,0,4p
14658,2944487,08/08/2018,95,1979,4,2,40,10,9,86,0,211.9044012,1,0,6p et plus
8748,2351550,19/09/2016,80,1983,5,2,90,10,7,302.3,0,455.7316811,2,0,6p et plus
4999,1267968,06/03/2020,53,1983,5.7,1,50,20,9,159.9,0,1151.171809,2,0,3p
734,1723886,28/11/2017,50,2004,4.7,1,54,10,7,165,11.2,1087.413917,1,1,4p
6596,2207971,05/06/2020,91,1959,5.9,1,24,10,5,87.3,2.4,483.0982295,1,1,4p
9227,2747356,08/03/2018,91,1989,5.1,2,3,1,13,54.2,0,257.4895523,1,0,4p
1456,1048772,05/06/2020,44,1978,4,1,20,10,7,59.8,0,645.2889862,1,0,3p
5004,1309254,18/12/2020,54,1895,4.7,2,20,10,5,200.2,0,1970.744128,2,0,3p
10375,829210,20/02/2015,33,1830,5.9,1,10,10,7,524,0,3286.458249,2,0,4p
8184,2793037,10/01/2019,79,1800,5.6,2,0,0,12,170.1,0,777.2557099,2,0,6p et plus
9605,2142936,23/09/2015,77,1956,5.3,2,10,10,9,41.5,0,42.26785042,1,0,4p
8704,1320470,12/10/2017,38,1901,8.2,3,10,20,7,137.7,14.2,489.0578374,1,1,5p
5358,2070205,29/12/2020,85,1820,3.4,1,10,10,9,112.1,5.4,494.1145666,1,1,2p et moins
5098,2299259,17/01/2017,69,1932,5.7,1,50,10,10,79.2,0,188.7715249,1,0,5p
5056,461445,11/06/2016,18,1974,3.4,2,20,10,9,84.6,0,618.7227459,1,0,4p
3164,2715943,03/09/2019,77,1990,3.4,2,90,10,7,84.5,0,459.51306,1,0,4p
13402,1059584,28/09/2016,35,1986,3,2,36,20,5,152.9,0,328.8425195,1,0,6p et plus
3770,933803,06/07/2016,33,1994,3,1,4,1,11,104,0,1303.671617,1,0,3p
1874,638596,30/11/2017,23,1936,5.2,2,10,10,5,126.7,0,572.0803468,1,0,4p
7186,1989124,09/02/2018,64,2000,4.9,2,50,10,10,61.3,0,138.3000784,1,0,6p et plus
10467,2283117,07/09/2018,76,1880,7.1,2,35,90,5,235.7,0,927.8745152,1,0,4p
12854,1737115,17/08/2016,59,1959,7,2,40,10,6,144.4,40,1715.454139,1,1,4p
3653,1827390,28/02/2019,50,2001,4.5,2,50,20,5,132.5,0,458.1584837,1,0,5p
5078,1961904,05/01/2017,59,1900,5.9,2,40,10,5,139.6,0,348.2047649,2,0,6p et plus
7514,1149328,03/07/2019,33,1963,3.7,1,40,10,9,122,0,1664.807428,1,0,4p
12113,963384,14/09/2018,33,1976,3,1,46,13,5,331.1,0,6620.387682,2,0,4p
6128,1925049,18/01/2017,59,1873,3.5,2,40,10,6,114.3,0,409.1809056,1,0,4p
12638,1889159,22/06/2018,62,1984,4.6,2,50,14,5,199.1,0,247.4956146,1,0,4p
466,3062471,08/11/2019,86,1800,4.5,2,9,2,9,63.2,0,115.2759529,1,0,6p et plus
13583,287479,18/12/2019,11,2013,4.4,1,40,10,6,181.6,0,925.7999977,2,0,4p
10495,3189351,15/01/2019,91,1972,4.4,1,40,30,11,45.9,0,44.83074458,1,0,3p
838,1148503,20/12/2018,37,1850,7.2,3,12,24,11,157.8,0,227.9851504,1,0,6p et plus
4191,1267786,10/03/2017,37,1969,6.9,2,34,20,5,133.2,0,973.4321091,2,0,4p
9668,2856904,16/08/2017,85,0,6.7,1,50,10,9,154,0,278.0706963,1,0,4p
7374,746113,23/08/2017,27,1910,6.1,1,10,20,7,147.8,0,713.7638733,2,0,3p
10783,2748203,30/09/2017,82,1985,4.2,1,40,10,9,116.7,0,1202.846418,1,0,5p
4161,780346,09/08/2018,30,1975,5.6,2,40,10,9,142.5,0,415.8287055,1,0,5p
13881,1372437,05/02/2015,50,1988,4.1,1,30,20,7,136.3,0,178.5974414,1,0,4p
3342,1836022,14/12/2018,59,1910,6.8,1,40,10,12,73.3,21.8,353.2521323,1,1,4p
7728,2166631,06/04/2019,62,1971,5.1,1,40,10,5,98.6,6.8,291.5852777,1,1,3p
10553,1537283,15/06/2020,62,1870,3.2,1,40,10,17,120.9,0,566.0233957,1,0,4p
2918,80412,07/02/2017,4,1988,3.6,2,50,10,17,99.9,0,1559.212635,1,0,3p
4865,959334,11/02/2019,30,1981,5.2,3,25,10,11,196.7,0,888.3527956,1,0,3p
9357,1277474,12/12/2018,41,1891,7.5,2,24,12,9,49,0,47.96117237,1,0,4p
6780,674405,19/11/2018,27,1905,5.9,2,10,10,6,139,0,604.5290427,1,0,6p et plus
6559,1791454,14/12/2016,62,1971,3.9,2,40,10,10,803.2,0,143.4652047,1,0,5p
10721,883959,24/03/2016,33,1910,5.1,1,10,10,11,120.2,0,683.3258365,1,0,2p et moins
9604,1718889,09/02/2017,50,2016,7.1,2,5,2,17,159.4,0,1889.987961,1,0,4p
842,1124887,29/07/2018,36,1775,3,1,10,10,8,1.2,0,3299.141898,1,0,2p et moins
10858,599455,26/01/2017,22,2005,4.9,2,50,20,9,212.2,0,1454.186352,1,0,4p
7586,1722052,20/05/2020,72,1972,6.5,1,45,10,5,86.5,7,1895.509995,1,1,5p
5673,879954,28/03/2017,30,1700,7.3,2,12,10,9,163.8,0,885.0938823,2,0,4p
3932,1104374,18/06/2020,45,1890,4,1,30,40,5,148.1,0,1098.723504,1,0,5p
13776,1626584,09/09/2016,56,1979,6.5,2,50,20,8,114.2,0,474.9482656,1,0,4p
14945,937055,30/08/2016,33,2004,3.9,1,4,1,12,70,0,734.6284117,1,0,4p
12949,468778,26/08/2016,18,1930,4.9,2,40,10,5,37,0,124.7327199,1,0,6p et plus
13672,1020429,24/02/2017,33,1975,3.8,1,40,10,7,122.9,0,814.6464804,1,0,4p
4349,1539382,28/09/2020,62,1986,4.1,1,90,10,9,70.7,0,278.3825767,1,0,3p
1739,941487,18/09/2020,41,1800,5.6,1,1,2,9,113.5,4.8,587.9589363,1,1,3p
14870,2684674,17/09/2019,77,1981,3,1,60,90,5,103.7,0,240.0922995,2,0,2p et moins
9242,2510242,07/10/2016,85,1977,4,1,35,10,10,70.5,0,37.69006394,1,0,3p
3214,1571423,27/10/2017,44,1997,3.8,1,50,20,5,85.6,3.1,614.6871818,1,1,4p
3438,968141,06/10/2017,31,1979,3.3,1,30,10,7,202.8,0,606.1784366,2,0,4p
5800,2243927,15/09/2015,81,0,4.9,1,40,10,9,88.1,0,255.6450221,2,0,4p
6349,2635342,12/08/2016,91,1940,6.4,1,23,10,10,256.9,9,2226.277627,2,1,4p
5482,2611247,28/11/2018,85,1980,3.2,1,50,10,NA,162.5,39.6,941.0043816,1,1,3p
3173,3333231,20/05/2019,94,1934,7.7,2,34,10,7,100.9,0,107.9141723,1,0,6p et plus
5957,1564525,25/09/2015,59,2004,6.3,2,30,10,8,182.3,0,218.5395682,2,0,4p
8633,616087,21/03/2016,25,2003,4.7,2,50,10,11,87.5,0,564.2970158,2,0,6p et plus
14277,1866918,12/07/2017,56,1935,5.4,3,14,23,7,135.5,0,989.5987621,2,0,6p et plus
13421,2027522,02/08/2017,60,0,9.6,2,0,0,10,40.6,0,59.11051728,1,0,3p
3579,525415,29/04/2019,17,1957,3.4,2,50,10,8,110.2,0,790.9241796,1,0,6p et plus
7206,2272626,09/05/2018,76,1850,6.7,2,49,20,5,107,0,445.3114134,2,0,3p
5841,1882261,10/04/2018,61,1985,3.7,1,50,10,5,60.6,0,59.31982046,1,0,5p
3028,43668,18/06/2020,2,1967,6.7,2,24,90,6,110.2,0,882.0374721,1,0,6p et plus
13591,1401661,25/07/2017,40,1965,3,1,40,10,NA,176.9,0,255.5170032,2,0,2p et moins
12327,272672,03/10/2017,11,1820,8.2,2,10,10,5,135.7,0,158.665925,2,0,4p
10639,655390,23/07/2019,22,1982,4.7,1,50,20,5,103.4,0,280.6778102,2,0,3p
13885,526711,28/12/2017,18,1970,3.2,1,24,10,6,235.3,0,1420.085017,1,0,3p
7627,2198888,16/10/2019,62,1955,5.6,2,40,10,5,76.9,0,120.9295067,1,0,6p et plus
12083,2320179,28/07/2016,78,1987,7,2,50,10,10,126.8,0,198.7025644,1,0,6p et plus
9030,2089055,30/09/2019,59,1900,4.1,2,40,90,10,111.1,0,170.7291806,2,0,6p et plus
5771,1708001,20/01/2016,59,1984,4.9,2,40,10,5,87.7,7.7,95.80174116,1,1,5p
2554,534966,29/01/2018,22,1900,6,2,10,20,9,187.9,0,260.5006776,1,0,4p
9591,232019,25/11/2016,11,1800,3,1,34,10,10,64.9,0,64.46619915,1,0,4p
6376,1875211,17/10/2016,64,1789,4.9,2,10,10,15,175.1,0,662.2769969,1,0,5p
14719,1507367,05/06/2015,56,1929,3,2,20,20,13,101.9,0,641.5299549,1,0,3p
13990,1411480,17/09/2018,44,1900,8.5,3,10,20,10,48.9,77.2,479.0572751,1,1,5p
7612,2241583,16/04/2018,76,2005,7.4,1,2,2,9,195.6,0,196.5381906,1,0,2p et moins
4067,2538119,07/06/2018,83,1925,4.1,1,10,10,12,103.4,0,290.9096906,1,0,4p
12216,3166063,31/10/2017,93,1943,5.5,1,45,10,12,89.7,0,94.3982414,1,0,3p
1311,1542336,25/08/2017,44,2006,3.9,2,50,10,18,195.3,7.4,2752.396474,2,1,6p et plus
1850,960019,01/03/2019,30,2013,5.1,1,40,10,10,111.2,0,685.2330116,1,0,5p
5218,2598532,15/10/2019,74,2013,6.6,2,50,10,11,178.3,7.9,505.6388138,1,1,5p
14018,254617,22/04/2015,13,2000,3.7,2,35,10,6,273.1,0,1462.392076,2,0,4p
12382,2362769,29/09/2016,80,1871,3,2,40,10,5,126.2,0,1484.60755,1,0,4p
406,2883638,29/08/2019,82,2016,4.2,1,40,10,5,108.1,0,700.0369878,1,0,4p
12037,378061,15/03/2017,13,1800,12.6,3,10,10,12,50.4,19.9,221.163421,1,1,3p
8143,673801,26/06/2015,29,1983,5.4,2,50,20,5,127.5,0,607.2995052,2,0,6p et plus
3349,41134,20/07/2015,2,1925,4.3,2,10,20,8,109.6,0,1659.528457,1,0,4p
8134,1183484,08/07/2016,38,2006,5.6,2,50,10,13,162.5,0,481.1371105,1,0,6p et plus
8288,1636556,17/03/2016,56,1956,3.6,2,40,20,5,165.3,0,851.288522,1,0,4p
14041,2947220,14/12/2018,95,1923,3,2,90,10,10,213.2,0,1118.79029,2,0,6p et plus
1981,3146955,15/02/2019,90,1900,6.2,2,50,10,14,131.9,0,380.0935089,2,0,5p
4242,2746846,12/03/2019,78,1924,4.7,2,50,10,13,69.4,0,570.8609713,1,0,4p
3352,971422,06/03/2015,35,1983,4.2,2,50,20,10,118.6,17.7,443.162932,1,1,5p
5705,405328,01/07/2015,17,2007,4,1,5,1,5,433.7,0,433.5522696,1,0,5p
5635,605222,15/01/2020,31,1963,6,1,40,10,9,160.7,0,1158.075428,1,0,4p
2240,2545422,14/02/2017,77,1972,4.3,2,34,10,10,134.8,0,509.3124587,1,0,6p et plus
13916,892528,27/07/2018,32,1840,13.5,2,10,10,10,138.6,0,1009.307343,2,0,4p
14438,2801384,03/08/2016,94,1935,7.5,3,14,10,5,109.8,0,301.0087934,1,0,5p
5489,2451044,22/09/2018,80,1850,5,1,49,10,8,240.7,9.6,1029.571223,2,1,3p
5011,1425481,29/06/2020,59,2008,3.4,1,90,90,8,90,0,249.4835927,1,0,5p
9120,3282991,26/09/2019,93,1932,4.6,2,24,10,20,77,0,384.7496142,1,0,4p
7159,2096462,11/09/2019,59,1872,6.7,2,40,20,13,105.7,0,451.7783589,1,0,5p
2732,2304490,31/05/2017,69,1989,6.4,2,10,10,11,92.9,0,1039.573764,1,0,4p
4142,1784132,08/09/2017,53,2008,3,2,50,20,12,151.5,0,875.8870361,1,0,6p et plus
10815,1127401,30/10/2018,36,1968,5.7,2,40,20,6,170.8,0,631.5540994,2,0,5p
8560,2822760,25/10/2016,95,1979,5.7,2,30,40,7,95.1,5.9,593.7102089,2,1,5p
10254,2843847,12/01/2019,80,1972,3,1,90,29,5,92.9,0,110.0074892,1,0,3p
13976,527861,20/02/2016,22,1980,6.7,2,50,20,5,280.8,0,1434.587937,2,0,4p
4376,1403433,25/10/2019,38,2005,5.1,1,2,10,16,163.3,0,527.1993512,1,0,6p et plus
11768,1819566,16/11/2017,54,1914,11.2,2,20,10,5,108.9,9.9,536.0291669,1,1,4p
2006,1544757,09/04/2018,49,1850,4.6,1,10,20,9,231.5,0,706.9758305,1,0,3p
13710,492232,02/07/2015,22,1982,4.6,1,50,20,5,269.4,0,958.1311992,1,0,5p
12153,1709635,13/11/2020,72,1960,5.4,2,56,90,6,64,0,421.0827849,1,0,5p
6952,2880756,09/08/2017,85,1991,3,1,50,10,9,30.8,0,46.67528054,1,0,3p
14815,1099771,07/10/2019,33,1920,4,1,10,10,5,187.2,86.7,835.4683212,1,1,3p
12820,2171409,05/10/2019,62,1972,5.5,2,40,20,7,80.3,0,349.4383759,2,0,6p et plus
15,1639484,28/09/2015,60,1800,4.1,2,10,10,17,82.9,0,83.65697545,1,0,2p et moins
13472,405904,23/09/2019,13,2015,5.2,1,40,10,9,144.4,14.7,1101.337467,2,1,4p
9092,1618790,22/06/2015,60,1880,3.4,1,20,10,9,208.3,0,209.8414075,1,0,3p
6998,2640595,26/11/2018,86,1924,8.4,2,10,20,11,188.9,0,190.2035792,1,0,4p
8650,1329617,23/08/2019,37,1967,4.1,1,90,90,5,50.5,0,199.7289736,1,0,3p
14888,458891,15/10/2020,24,2012,3.1,2,50,10,13,145.6,0,1009.100763,1,0,3p
12006,1580140,17/08/2017,45,2001,4.5,2,39,1,5,226.2,0,361.2577835,1,0,4p
8726,1145425,19/04/2019,33,1875,7.2,2,10,10,14,60.9,4.4,372.521723,1,1,3p
7143,2681498,24/11/2018,88,1978,3.2,1,50,10,5,239.9,0,1070.384829,2,0,5p
2793,2176867,03/01/2020,91,1830,3.1,2,20,10,5,793,0,1882.892912,1,0,6p et plus
6031,1405763,09/05/2018,44,1953,4.6,2,50,10,5,48.7,32.5,81.81961983,1,1,5p
5582,607918,18/12/2015,26,1958,6.7,1,23,10,5,140.3,9.2,498.773155,1,1,3p
6950,3204772,30/03/2017,94,1950,6.2,2,24,10,5,13.7,0,13.81548473,1,0,5p
11496,589962,22/05/2017,22,1981,4.9,2,50,20,9,174,0,1005.099628,1,0,5p
8688,63171,19/12/2017,3,1913,7,1,20,10,9,127.6,0,713.2111624,1,0,3p
4619,844747,14/09/2020,37,1972,7.7,2,35,20,5,194.4,0,818.9309783,1,0,6p et plus
7829,1452652,06/03/2015,54,1600,11.1,1,20,10,7,232.8,0,620.3300702,1,0,3p
11916,1949487,21/07/2017,59,2005,5.1,2,30,90,12,106.2,0,448.6482626,1,0,6p et plus
5817,214816,17/04/2020,11,2007,5.2,2,20,10,19,18.1,0,95.42265063,1,0,4p
9363,853538,16/01/2020,37,1750,8.2,2,10,20,6,109.7,15.6,287.9337607,1,1,3p
3049,466926,10/02/2017,17,1900,3.8,1,10,10,11,101.8,0,312.1130919,1,0,4p
9794,2350192,23/06/2020,95,1935,3.1,2,50,10,5,108.6,0,589.2259387,1,0,4p
3677,2001466,16/06/2020,83,1997,4.5,2,50,10,9,323.1,16.1,2403.223594,1,1,4p
2018,1621556,12/04/2019,44,1955,7.4,2,53,20,5,153.9,37.8,436.086996,1,1,4p
4422,2871694,06/12/2017,85,1835,3,1,10,10,14,128.7,0,1157.405025,1,0,4p
6232,2353325,18/09/2020,95,1973,4.7,1,39,10,7,60.5,0,187.4533389,2,0,4p
2639,2084259,09/11/2017,62,1930,4,2,40,10,10,75.4,0,323.4669565,2,0,5p
11256,616913,19/04/2016,25,1976,4.8,1,50,10,12,292.8,0,2054.377299,1,0,5p
8856,2755262,08/11/2017,82,1820,3.1,1,90,10,7,76.9,0,75.24155833,1,0,4p
3571,1396764,16/01/2015,50,2006,4,2,50,20,5,93.6,5.7,343.5942076,1,1,5p
1177,1583551,31/08/2016,54,1931,8.8,2,20,10,6,77.4,0,231.1912353,1,0,3p
14674,872706,30/03/2019,29,2015,4.3,2,4,2,5,84.9,0,1982.610204,1,0,6p et plus
6786,1088689,04/03/2016,36,1938,7.4,2,10,20,5,4817.8,40.1,10075.03378,1,1,5p
2276,1010893,26/08/2020,44,1928,6.3,2,30,40,5,115.4,0,724.0288237,1,0,4p
1223,1584702,13/02/2020,64,1800,8.1,2,10,20,9,86.5,0,86.69433397,1,0,6p et plus
1764,1223112,27/10/2016,40,1982,5.1,2,20,10,5,34.2,0,33.36464525,1,0,6p et plus
12131,1161907,26/03/2015,42,1984,7,1,35,10,9,528.6,0,528.8722798,1,0,4p
8790,3009390,29/03/2019,85,1996,3,1,50,10,10,209,0,523.476134,2,0,2p et moins
12888,2387981,10/03/2015,86,1978,4.2,1,50,20,5,272,8.4,1088.608455,1,1,3p
6977,771585,30/08/2017,28,1966,7.4,2,45,13,5,103.2,0,492.3846997,1,0,5p
12404,1316244,11/02/2016,44,2011,3.5,2,30,20,12,99.4,0,771.519098,1,0,4p
10509,2069541,11/12/2020,85,1938,5.8,1,13,10,9,77.2,0,1316.685316,1,0,4p
12468,791661,18/05/2020,35,1933,8,2,10,20,5,40.9,0,770.0481508,2,0,4p
473,899653,21/03/2016,33,1988,5.5,2,30,10,NA,90.2,0,521.8398613,1,0,3p
7270,1727591,12/09/2019,47,1969,3.4,1,10,10,11,132.7,0,1085.055262,1,0,4p
4709,314392,26/09/2016,13,1984,7.1,2,50,10,12,63.3,0,64.52196891,1,0,5p
2080,2518392,29/06/2015,92,1920,7,2,45,10,14,155.3,0,587.603702,1,0,3p
3341,1575006,30/09/2016,54,1700,5.7,2,20,10,9,130.7,0,264.3545588,2,0,3p
2210,1354490,19/05/2017,38,2008,3.5,2,50,10,12,110.2,0,224.3974619,1,0,5p
14115,3021567,23/05/2017,91,1933,6.7,1,40,10,5,71.4,0,214.7323305,2,0,3p
7549,490795,13/01/2016,19,1934,6.3,1,15,10,15,113.4,0,653.8558931,1,0,3p
13489,223256,29/04/2016,11,2007,3.4,1,40,10,17,92.8,0,605.9566781,2,0,6p et plus
7122,735224,25/10/2018,29,2005,4.2,2,50,20,15,34.2,0,34.62424886,1,0,6p et plus
13042,344447,22/01/2019,13,1993,4.9,1,30,10,12,111.5,0,506.8234597,1,0,4p
6344,3179418,26/09/2019,91,1925,5.8,2,50,10,6,168.5,0,574.6104482,2,0,5p
5440,676465,09/10/2019,22,1937,5.6,2,0,0,NA,93.2,13.2,486.4373508,1,1,2p et moins
12681,1333965,30/06/2015,48,1946,13.5,2,0,0,9,152.2,21.9,741.6909063,2,1,3p
10678,2724543,26/12/2019,77,1954,5.4,1,40,10,9,61.7,0,222.7821042,1,0,5p
4453,874311,21/06/2019,29,1975,5.9,2,50,20,7,72.7,0,1394.914413,1,0,5p
4240,2206572,09/11/2016,76,1971,5.3,2,50,10,11,44.5,0,364.4607024,1,0,4p
3524,2179974,13/03/2020,91,1979,4.9,1,90,10,5,50,0,117.8931365,1,0,5p
1404,2453220,28/12/2018,80,1930,5.5,1,40,10,5,130.3,0,827.0416531,1,0,5p
2070,1264488,15/11/2018,40,2010,4.1,2,40,10,9,163.9,8.3,1263.087626,1,1,4p
2854,1989958,23/12/2019,56,2000,3.2,2,50,90,10,260.9,0,801.7524871,1,0,3p
13415,1801780,12/02/2019,50,1953,3.5,1,56,29,10,163.9,0,1312.228025,2,0,3p
10632,253441,26/02/2020,13,1994,4.8,2,35,10,NA,264.8,0,12605.87067,1,0,5p
2126,1224603,31/08/2017,35,0,6.7,1,0,0,8,621.5,97.2,15649.62305,2,1,3p
3350,2359972,28/10/2016,80,1830,5.1,1,49,10,14,72.6,0,164.1194649,1,0,3p
13021,2673548,06/09/2017,79,1937,8.6,3,10,10,8,105.9,0,519.2735457,1,0,4p
3235,22023,14/02/2020,1,1985,6.3,1,23,10,8,109.8,0,722.1576355,1,0,4p
10239,3031591,09/06/2017,91,1930,4.8,2,20,10,13,184.5,0,524.5110558,2,0,6p et plus
10635,1263517,29/05/2015,44,1964,3.1,2,10,20,6,208.2,0,1245.877369,1,0,3p
389,2878717,21/06/2017,85,2011,5.1,1,50,10,13,100,10.8,223.0557949,2,1,4p
10866,1587430,09/05/2019,44,1998,3.8,2,54,20,10,119.3,17.4,143.0383524,1,1,5p
6016,655417,08/08/2019,22,1912,7.4,2,10,20,9,133,15.2,1572.853147,1,1,3p
7325,1701978,31/07/2020,72,1986,5.2,2,45,10,8,62.7,0,112.9578275,1,0,4p
12182,34698,17/11/2017,1,1964,7.7,2,35,10,5,120.5,11.8,769.9354298,1,1,4p
10384,2656986,17/09/2018,87,1976,5.1,2,50,10,NA,197.5,0,794.8323872,2,0,5p
516,493732,08/01/2019,16,1885,8.7,2,12,10,11,222,0,379.9462064,1,0,4p
10099,3189423,28/07/2017,94,1930,6.6,3,24,10,12,105.3,0,121.1974424,1,0,6p et plus
9513,1426926,14/06/2019,39,1954,5.4,1,40,10,5,125.6,4.3,389.5573266,1,1,3p
2651,1872559,08/03/2019,53,1968,5.5,1,15,20,5,103.2,0,1162.65597,1,0,5p
11270,1197340,22/06/2017,35,1979,6.4,1,30,20,7,106,3.4,340.1189483,2,1,6p et plus
12663,2830384,30/10/2019,80,1880,6.1,2,59,10,7,128,0,978.4424712,1,0,5p
13267,3286005,13/12/2019,93,1926,9.6,1,24,10,14,176.9,0,1139.357756,1,0,2p et moins
9161,1900157,07/12/2017,58,1800,8.5,1,20,10,5,276,0,5063.578286,1,0,2p et moins
5885,998039,26/01/2017,33,1900,7.4,1,10,10,7,116.4,0,651.5435708,1,0,4p
352,1858774,22/07/2020,77,1981,5.1,2,69,10,5,102.7,80.4,2604.02393,1,1,5p
8968,1347754,08/02/2019,37,1974,5.5,1,50,10,5,91.3,12.6,770.1237031,2,1,5p
3819,936829,22/05/2017,31,1969,3.9,2,34,40,9,195.9,0,1131.661342,2,0,5p
10105,1461942,02/08/2016,49,1956,4.6,2,10,10,9,119.1,5.1,829.4072482,2,1,5p
6899,2561982,20/01/2017,77,1880,6.8,2,24,10,8,221.2,0,1094.731307,1,0,3p
4589,2393140,03/08/2015,86,1982,3,1,30,10,7,113.9,0,1288.321108,1,0,4p
11881,1753732,12/01/2016,60,1995,5.5,2,50,10,7,198.5,36.9,3370.956792,2,1,5p
9580,1867714,05/09/2017,56,2008,4.7,1,5,2,13,148.1,14.9,946.490151,2,1,4p
347,1939458,25/10/2017,59,1932,3.6,2,40,10,9,185.2,0,419.9133393,1,0,4p
13554,1081377,09/04/2018,35,2007,4.9,2,50,20,11,201.4,17.9,982.3119539,2,1,6p et plus
4195,183523,10/06/2015,9,1850,4.9,2,10,10,5,177.7,0,588.3833766,1,0,3p
13729,2535869,16/12/2017,76,1920,5.1,1,30,20,9,167.3,4.1,632.1339354,1,1,2p et moins
11663,2386709,21/12/2016,81,1958,5.1,1,40,10,11,104.2,0,106.1072574,1,0,5p
3375,2570244,25/04/2018,85,1750,4.1,2,14,10,6,99.4,0,731.3855628,2,0,6p et plus
14210,1347631,10/03/2020,56,1970,7.8,2,0,0,8,141.3,0,1590.16243,2,0,6p et plus
9019,1413853,17/07/2017,41,1990,5.2,1,13,23,16,98.1,0,139.5232502,1,0,3p
14241,689484,01/06/2016,28,2007,4.9,2,5,1,6,98.4,0,372.5285982,2,0,6p et plus
11023,2259276,19/12/2018,76,1986,6,2,50,10,7,117.3,0,216.6535342,1,0,4p
8591,1639506,07/10/2015,60,1850,7.6,2,10,10,6,75.4,0,150.6743105,1,0,3p
14142,812108,22/09/2020,35,1900,3.5,1,10,20,5,387.4,0,537.190119,1,0,2p et moins
14157,3048526,28/10/2017,91,1974,5.2,2,35,10,9,65.7,0,176.9624938,1,0,6p et plus
14922,221581,21/09/2015,11,1956,3.1,1,40,10,7,119.6,0,661.9198072,1,0,4p
1362,706415,15/04/2019,24,1800,11.3,2,10,10,7,608.2,3.7,1863.195789,1,1,2p et moins
3617,2661913,31/08/2017,78,1972,6.7,2,39,10,7,121.3,0,663.7176567,2,0,4p
793,1947254,27/02/2015,72,1957,5.7,2,34,10,7,198.2,0,941.8625672,2,0,6p et plus
7303,2818823,07/05/2016,95,1972,7,2,40,10,5,57.5,0,174.8514848,1,0,4p
4186,535282,21/10/2016,22,1880,6.1,2,10,20,9,112,18.8,1039.748575,1,0,2p et moins
14496,1767768,28/02/2018,59,1929,3.6,2,40,10,11,107.6,18.5,525.083205,2,1,6p et plus
14342,1422058,14/03/2019,39,1711,5.3,2,10,10,9,155,0,452.1422178,1,0,3p
13336,205685,12/02/2016,10,1972,4.3,1,40,10,7,58.9,0,58.86590646,1,0,5p
20,1050907,18/09/2018,34,1963,8.2,1,34,10,5,162.7,0,845.3393207,1,0,4p
12016,542338,22/08/2018,22,1967,5.8,2,50,20,6,188,20.1,607.779546,1,1,5p
10417,1616359,16/09/2016,56,1840,3.4,2,10,20,7,134.1,0,158.3611558,1,0,4p
8171,1662546,27/12/2018,54,1982,4.8,1,50,10,9,393.5,303.5,6378.288665,2,1,4p
11856,72343,04/07/2018,3,2010,5.7,2,20,10,10,9.3,0,688.4649013,1,0,4p
10434,2753093,05/01/2018,91,1975,6.2,2,35,10,7,155.6,0,1274.543512,1,0,6p et plus
4272,2103357,14/12/2015,77,1991,4.2,2,50,10,6,151.9,0,1228.344986,1,0,2p et moins
8946,2169170,29/08/2016,74,1957,12.3,2,35,10,10,129.2,0,564.9875843,2,0,4p
12349,487639,10/09/2020,25,1987,5.1,2,45,10,8,98.8,0,444.1267738,1,0,5p
13337,552156,09/01/2020,29,1972,5.5,2,4,1,7,54,0,261.1815285,2,0,5p
6955,2630726,16/06/2015,95,2013,5.7,2,3,1,6,119,0,691.4018133,1,0,5p
6088,857446,26/07/2019,29,0,4.2,1,90,20,8,122.6,0,235.758844,1,0,2p et moins
7101,2032571,17/03/2017,60,1983,3.9,2,40,10,9,86.9,31.3,430.1748492,1,1,6p et plus
2445,2654252,12/12/2016,91,1965,3,1,30,10,7,22.7,0,71.72957365,1,0,6p et plus
14535,2025178,16/09/2019,59,1986,4,2,40,10,8,175.6,0,719.533654,1,0,4p
12537,628986,11/09/2015,27,2008,5,2,30,10,9,182.5,0,612.9781391,2,0,4p
10970,1725795,19/12/2015,63,1930,7.2,1,29,10,5,88.7,0,465.6964277,2,0,4p
12320,1508320,15/02/2018,49,1977,6.2,3,10,20,10,334.2,28.6,770.1146041,2,1,5p
2770,2465082,13/07/2018,81,2004,4.1,1,20,10,17,1646.6,0,3996.229728,1,0,5p
5570,472113,31/05/2019,16,1977,7.2,2,30,10,9,67.1,0,98.92219046,1,0,4p
6812,2624735,20/10/2015,94,1860,13.5,3,20,10,9,133,4.4,733.6506567,1,1,6p et plus
14746,671250,09/01/2015,29,1972,6.8,2,12,20,7,33.3,0,444.8827033,1,0,6p et plus
30,2085210,02/09/2020,86,1978,5.3,2,34,10,9,73.8,0,73.64047067,2,0,6p et plus
