,ID,date,dept,annee_const,hauteur,etages,mat_murs,mat_toits,nb_angles,surface_bati_dur,surface_bati_leger,surface_parcelle,nb_bati_dur,nb_bati_leger,NbPieces 
9397,2138339,27/11/2015,77,1999,3.9,2,94,10,9,221.1,0,1893.844261,2,0,3p
14155,1328041,28/12/2018,42,1900,6.5,2,0,0,NA,75.5,0,223.1158468,2,0,3p
13359,629098,09/04/2019,21,1936,5.2,2,34,10,5,235.6,0,1039.534372,2,0,5p
6320,2871176,01/12/2017,85,1880,4,2,10,10,39,361.9,0,361.2082192,1,0,4p
3013,729263,17/12/2015,30,1956,3,2,0,0,9,47.4,0,46.9692139,1,0,5p
4930,3154219,29/03/2019,91,1977,6,2,30,49,10,53.8,0,97.62613886,1,0,4p
10064,1605910,16/10/2015,59,2001,3,2,43,10,10,211.6,0,751.6866325,1,0,6p et plus
1865,1250903,23/06/2015,44,1890,4.2,2,10,20,12,129.9,0,704.796759,1,0,3p
10345,417294,22/06/2016,17,1900,5.3,2,50,10,5,178.4,0,213.6103051,1,0,5p
6762,2541071,07/09/2018,83,1957,5.3,2,20,10,6,595,0,1403.556717,1,0,2p et moins
650,1060635,29/09/2015,38,1957,6.9,1,20,10,7,87.8,0,144.4185186,1,0,4p
6880,2368272,14/10/2020,95,2001,6.8,2,90,10,8,123.6,0,846.8537467,1,0,6p et plus
1377,217931,20/07/2018,10,1920,6.6,2,24,10,15,105.2,10.4,804.6717743,1,1,5p
5773,2053440,23/04/2015,76,1981,6.1,2,50,14,9,105.8,8,1363.03829,1,1,6p et plus
2451,1630137,09/10/2020,69,1970,7.4,1,23,10,7,19.3,0,19.30422786,2,0,4p
13894,1075501,28/04/2016,35,1981,7,2,50,20,10,173.3,0,1519.759192,1,0,6p et plus
11072,524021,27/06/2016,21,1977,6,2,45,10,7,161.4,0,206.7918065,2,0,5p
481,1152163,29/05/2018,37,2006,4.9,2,40,2,7,123.2,9.1,952.3892351,2,1,5p
7668,2899708,27/04/2017,86,2002,7.1,2,50,10,NA,58.9,0,58.39158861,1,0,5p
7734,342197,05/10/2017,13,2011,6.9,2,10,10,12,72.8,0,99.98308993,1,0,6p et plus
929,1169233,09/04/2015,42,1963,6.4,1,34,10,5,110.6,0,500.3805231,1,0,4p
10752,2865488,25/06/2019,81,1987,5.9,1,45,10,5,140,0,999.4189309,1,0,4p
5363,2489694,22/04/2015,91,1890,5.3,2,10,10,7,88.6,11.5,462.9335924,2,1,4p
14449,2173725,23/12/2019,62,1971,4.5,2,40,20,11,89.6,0,355.99739,1,0,6p et plus
1745,390865,30/06/2017,14,1975,5.8,2,50,10,7,82.6,30.5,654.9320488,1,1,6p et plus
10321,982246,20/06/2016,34,1964,7.7,2,40,10,5,283.1,0,407.9286759,1,0,6p et plus
11511,2650978,27/04/2017,78,2008,9.9,3,50,10,8,181.5,0,186.1865788,1,0,4p
11838,1502928,18/06/2020,61,1963,3.9,1,50,10,5,102.4,0,233.7495389,1,0,4p
5402,1414738,29/01/2020,59,1860,5.6,1,40,10,7,204.4,0,943.1545464,1,0,5p
7964,1201008,29/01/2016,40,1850,3,2,26,10,5,149.1,11.3,609.5450659,2,1,6p et plus
9233,1672058,19/07/2018,54,1973,4.1,1,30,10,13,98.8,0,559.0839892,1,0,5p
13318,2467038,02/12/2015,90,1924,5.4,2,20,10,5,90.8,0,1004.457825,1,0,3p
11601,1619333,23/11/2016,56,1971,5.1,2,15,20,7,52.1,0,148.8819029,2,0,6p et plus
8692,2428250,18/07/2019,70,1866,4.1,2,10,10,11,107.5,0,2660.045203,1,0,3p
1473,1415822,07/04/2016,47,2001,3.9,1,13,10,14,148,0,190.4219232,1,0,3p
6588,1398024,17/06/2015,50,1850,3,2,10,20,5,87.5,0,95.76806103,1,0,5p
12052,821684,22/12/2016,31,1971,5.4,2,40,10,5,87.2,0,1954.365204,2,0,6p et plus
11513,1477782,17/04/2019,41,1910,4.8,2,15,20,6,72.7,0,69.2907665,1,0,4p
184,1873173,10/04/2017,56,1984,5.5,1,50,20,5,101.2,0,801.3432402,1,0,3p
10135,1974160,18/05/2020,82,1988,3,1,40,10,14,127.7,13.7,2220.913697,1,1,4p
1530,615317,29/09/2020,31,1800,7.3,3,14,13,5,39.8,0,70.50299748,1,0,5p
6153,2860949,24/01/2019,81,1961,3.2,2,40,10,5,113.7,0,1696.071031,2,0,4p
12144,1168809,30/11/2016,38,1902,6.7,3,10,10,6,147.2,5,691.0986711,2,1,6p et plus
243,830034,04/09/2017,29,2008,6.5,1,0,0,9,155,0,2472.669859,2,0,4p
4931,599998,22/11/2019,19,1982,5.3,2,40,10,9,102.4,15.4,272.9136054,1,1,6p et plus
12190,1469817,16/12/2019,40,1962,4.2,2,40,10,11,150,0,1891.646703,1,0,5p
2957,2566059,22/06/2017,77,1830,6,3,10,10,5,99.8,0,428.5456427,2,0,5p
10526,2562094,16/01/2017,77,1987,4.2,2,10,10,5,97.4,0,97.59862747,1,0,5p
297,2598935,18/09/2017,77,2015,5.1,2,40,10,7,124.1,0,395.2981179,1,0,4p
6479,649797,25/03/2015,29,1983,3.2,2,35,20,8,58.4,0,57.37468654,1,0,3p
1582,2061719,22/11/2019,59,1925,6.6,3,40,10,6,149.8,0,499.7256712,1,0,4p
11521,1265195,24/01/2020,53,1850,8.7,2,20,20,6,129.8,27.1,2402.346932,1,1,3p
2344,1771595,22/01/2016,61,1976,4.2,1,15,10,6,59.6,0,286.1624081,1,0,3p
57,2179231,23/03/2015,78,1976,3.7,2,30,10,14,174,0,918.6935603,2,0,5p
2612,649801,05/10/2016,26,1880,7.5,1,10,10,14,131.6,0,686.3190623,1,0,4p
14068,2382113,18/09/2015,86,1895,6.9,2,10,10,8,97.8,0,1317.126231,1,0,4p
2398,2900253,25/04/2017,86,1986,3,1,50,10,12,445.6,0,467.7745002,2,0,4p
11226,105625,06/04/2019,5,1956,8,2,34,10,6,809.1,0,803.74008,1,0,5p
10656,2155730,28/12/2018,72,1845,3,1,20,12,6,61.9,0,137.2990525,1,0,2p et moins
8156,1385070,30/06/2017,40,1840,5,1,40,10,11,107.5,21.9,569.9592116,1,1,5p
1307,2630405,07/12/2018,86,1977,4,1,45,13,5,196.7,0,234.1521678,1,0,6p et plus
14736,295827,29/09/2018,13,1962,3,2,56,10,15,210,87.4,4712.051707,1,1,6p et plus
9335,2222284,14/05/2020,92,1975,4.8,1,34,10,7,152.2,0,527.7996855,1,0,3p
4834,1979726,31/08/2017,59,2008,3.2,1,4,1,5,110.3,0,314.8229559,1,0,4p
1453,2381511,08/11/2017,72,1977,3,1,90,10,11,119.8,0,1040.449921,1,0,3p
2898,2737042,30/11/2017,81,1990,6,1,14,10,5,127.9,0,187.074636,1,0,5p
10267,567856,21/09/2018,22,1880,3,2,10,12,7,229.4,75.7,732.1324145,2,1,4p
818,1432432,04/10/2019,39,1965,5.8,1,50,10,5,128,0,775.3884885,1,0,4p
3836,628166,06/06/2016,25,1989,3,2,36,19,7,29.6,0,5077.982586,2,0,5p
11474,797959,04/10/2018,30,1800,7.9,3,10,10,5,52.4,0,102.1018191,1,0,5p
5683,2862265,15/03/2019,81,1973,5.8,2,40,10,11,103.7,48.1,607.5485889,1,1,5p
12626,1101156,11/09/2020,45,1985,3,1,30,10,7,107.1,0,1618.341144,1,0,6p et plus
5567,16535,27/08/2020,1,2000,3.2,2,9,1,23,96,0,785.5258218,1,0,6p et plus
3643,1916477,24/04/2015,70,1750,7.4,2,10,10,18,130.8,0,1188.451866,2,0,6p et plus
591,2509501,26/09/2016,85,1980,4.9,1,50,10,5,91.7,0,986.1009525,1,0,4p
4989,541475,21/07/2017,19,1820,4.9,1,10,20,8,98.1,0,730.9085213,2,0,2p et moins
3127,3228011,10/04/2019,92,1914,6.7,3,42,20,14,214.2,0,943.1316589,2,0,5p
9323,883185,19/10/2015,33,1982,3.8,1,40,10,15,152.3,0,555.1962954,1,0,3p
177,1783197,06/10/2015,66,1962,5.7,3,34,10,8,132.7,0,712.4161707,1,0,4p
711,860939,16/02/2017,30,1997,8.2,2,23,10,9,160.8,0,1406.032633,1,0,5p
13933,3040948,01/07/2019,86,1972,3.2,1,40,10,19,173.7,0,210.0692328,2,0,5p
14756,2534190,24/08/2017,76,1870,3.9,2,14,20,11,383.4,0,812.3620355,1,0,4p
12698,2328141,01/09/2017,70,1902,3.3,1,10,10,13,197.8,0,330.9020308,2,0,4p
6237,2187016,12/07/2019,62,1929,4.8,2,49,10,11,113.3,0,581.7461244,1,0,4p
586,3277023,16/06/2017,95,1978,6.9,2,59,10,9,140.7,23.3,448.4099484,2,1,5p
900,553240,23/10/2017,19,2007,6.1,1,56,10,5,66.9,0,67.91232331,1,0,4p
13921,1720460,17/03/2016,59,1905,7,2,40,90,7,91.9,0,477.4112482,2,0,4p
14582,2114589,11/07/2018,71,1979,5,2,50,10,7,39.9,0,52.38280605,1,0,6p et plus
14777,1326881,27/05/2020,56,1969,4.7,1,19,20,5,88.6,0,644.281232,1,0,5p
12311,2212079,13/12/2018,74,1963,5.3,2,6,3,5,31.6,0,31.6542643,1,0,2p et moins
9177,721184,08/03/2016,29,1997,4.8,1,50,20,10,123.9,0,617.1828198,1,0,4p
3870,1888648,24/08/2015,69,1985,6.8,3,50,10,14,82.9,6.5,353.8190197,1,1,6p et plus
332,2279552,13/02/2020,93,1964,4.8,1,45,10,9,106,2.2,369.0939347,1,1,3p
13731,1459786,21/08/2020,60,1650,7.4,2,35,20,5,85.3,0,116.8760519,1,0,6p et plus
5447,1362834,23/12/2016,44,1970,5.6,2,50,20,7,68.9,0,207.6174452,1,0,6p et plus
3626,522022,07/09/2018,21,1997,4,2,50,10,9,104.7,0,584.0669668,1,0,5p
12981,2402111,11/04/2018,78,1900,4.9,2,20,10,6,242.9,0,1060.771964,2,0,3p
6134,574685,24/11/2017,21,1979,4.7,1,34,10,7,141.4,9.5,274.2601637,1,1,5p
630,1254883,02/06/2017,36,1830,6.2,2,20,20,9,277.4,0,1193.42065,1,0,3p
6268,2835092,26/07/2016,95,1952,4.7,1,20,10,7,96.2,0,180.1826369,1,0,4p
1147,2554720,11/07/2016,87,2013,3.7,1,20,10,10,129.3,2.6,2339.458289,2,1,3p
10645,2305173,24/08/2016,78,1985,4.4,2,30,10,7,118.5,0,279.7299524,2,0,5p
4523,1908440,22/01/2016,65,1958,4.1,1,50,10,7,81.6,0,387.0403441,1,0,4p
880,39397,07/07/2017,2,1965,4.7,1,14,10,9,188.4,0,313.4843908,2,0,5p
13964,569869,23/02/2018,22,1968,4.8,1,15,20,5,80.7,0,116.790383,1,0,4p
6710,1418269,04/09/2020,59,1850,5.2,2,40,10,5,150.2,0,1052.822091,1,0,6p et plus
5542,1118723,28/02/2017,34,1925,6.1,2,14,40,11,134.1,33.5,785.3062284,1,1,6p et plus
11709,2351938,05/09/2017,71,1900,4.1,1,10,10,8,61.6,0,2413.095034,1,0,2p et moins
5709,1647006,15/01/2016,58,1958,3,2,50,10,15,144.2,0,2893.362432,1,0,4p
12454,1712036,21/12/2020,72,1900,10.3,2,10,20,7,66.9,0,307.2789044,1,0,6p et plus
3627,2826180,05/07/2017,84,1895,6,2,20,10,9,163.3,0,660.2749156,1,0,6p et plus
10366,2067501,09/12/2016,72,1820,4.4,1,14,10,6,110.6,0,428.342331,1,0,3p
9316,2930878,05/05/2017,87,2008,6.1,1,50,10,5,157.3,0,1207.212523,1,0,4p
13031,2843509,08/01/2016,95,1963,3.5,1,90,90,8,63.4,0,166.6218932,2,0,3p
10288,234211,08/01/2019,9,1982,4.9,1,40,10,9,137.1,19.1,584.9584515,1,1,3p
13511,1923711,03/08/2018,62,1894,8.6,2,40,10,10,118.4,0,335.8841644,2,0,4p
4813,195015,07/12/2020,10,1997,3.3,2,40,10,19,129.2,10.5,1174.376629,1,1,6p et plus
7962,1076875,25/09/2015,38,2010,3.4,1,0,1,11,233.8,0,804.8407462,1,0,4p
491,1689257,12/12/2015,62,1999,5.2,1,30,10,5,155.6,7.5,500.9809243,1,1,4p
2694,1248728,16/04/2015,44,1868,6.9,3,19,29,5,90,0,166.5278346,1,0,5p
2460,2217929,19/05/2015,80,1830,3.9,2,49,10,9,104.2,0,103.6542121,1,0,3p
2633,2367549,01/03/2016,81,1978,5.9,2,45,10,8,88.2,0,200.1508371,1,0,6p et plus
6395,60865,29/05/2020,3,1935,12.8,3,10,10,5,103.4,0,1907.865443,1,0,6p et plus
296,2255584,01/10/2020,92,2005,9.1,2,50,10,NA,145.3,0,2929.968145,1,0,5p
10748,1312928,29/06/2018,42,2015,5.4,2,40,10,15,52.9,0,150.2592952,1,0,5p
7397,1464009,23/11/2020,60,2000,4.2,2,50,10,9,182.9,6.7,459.3520422,2,1,4p
10387,663104,20/11/2020,33,1909,5,1,35,10,9,85.1,0,658.7870784,1,0,2p et moins
9322,1814897,09/03/2017,54,1948,7.6,3,20,10,9,157.9,0,269.8269649,1,0,5p
4546,1931348,22/05/2017,59,1870,9.6,2,40,10,31,75.7,0,702.696029,2,0,6p et plus
9381,2842932,01/03/2017,84,1998,4.9,1,50,10,7,127.7,0,374.9367648,2,0,5p
4713,1024011,20/06/2019,31,1978,7.3,1,49,10,7,115.3,0,1014.887272,1,0,5p
8627,1053180,19/11/2018,34,1989,5.6,2,50,10,7,170.7,0,623.1858154,2,0,5p
14544,1862960,03/03/2017,56,1980,3,1,30,20,11,175.6,2.8,700.5820272,1,1,4p
10391,1135914,26/11/2019,33,1925,4.4,1,40,10,5,110.7,0,470.5294481,1,0,3p
11061,2024809,14/05/2020,85,1800,3.2,2,10,10,13,142.4,0,788.8008741,1,0,3p
7850,1991375,02/06/2020,83,2013,7.2,2,30,10,12,111.4,0,480.2252478,1,0,5p
6793,242209,26/05/2015,12,1993,3,1,40,10,7,299.1,0,1165.493393,2,0,4p
5396,987604,11/09/2019,31,1984,3,1,40,10,11,717.9,0,912.0544731,1,0,5p
8984,2055395,24/01/2018,69,2010,6.7,1,20,30,13,1181.9,0,1400.041296,1,0,5p
10991,2604295,29/06/2015,94,1939,4.4,2,20,10,6,148.5,0,823.0178397,1,0,3p
10589,2008198,13/07/2016,69,2003,3.2,1,2,1,8,182.6,0,4334.453478,2,0,5p
12839,1512627,17/09/2020,62,1949,5.7,1,40,10,8,57.9,0,764.5664277,1,0,3p
12476,1725428,02/12/2016,59,1958,7.9,2,0,0,6,38.3,0,59.21479023,1,0,6p et plus
14113,2953280,21/02/2017,88,1900,6.5,2,10,10,14,82.5,0,427.1056312,1,0,4p
1219,3006280,30/12/2019,85,1600,7.9,2,20,10,14,167,0,1486.2924,1,0,5p
9277,2003530,18/07/2017,59,2000,3,1,90,90,5,89.3,0,647.7438268,1,0,2p et moins
13298,1547461,10/06/2016,53,1977,7.1,1,50,20,5,120.1,0,763.7025954,1,0,5p
5716,2043147,30/09/2020,85,2006,4.4,1,50,10,7,267.3,0,1924.567945,1,0,4p
9437,2352394,31/10/2016,80,1998,3.9,1,50,10,7,207.6,0,1770.911592,2,0,4p
1252,1278719,12/06/2015,45,1895,5.4,1,40,10,7,118.2,0,1428.532303,1,0,5p
10671,2087873,02/10/2020,86,2005,4.1,2,30,10,9,160.1,0,1658.399234,1,0,5p
9432,1163848,29/01/2020,49,2005,4.6,2,40,10,7,52.8,0,116.1127648,1,0,4p
3525,2821372,08/03/2017,84,1990,4.9,1,12,10,6,190.7,0,2287.250446,1,0,3p
4496,2695558,04/07/2016,92,1954,8.3,3,40,10,5,309.8,0,368.2232614,1,0,5p
5343,2557340,20/10/2017,77,1977,4.6,2,30,40,7,144.2,0,150.2034928,1,0,5p
3444,2573001,20/01/2017,77,1966,4.9,1,24,10,10,140.5,6.7,374.5281304,1,1,4p
8232,2578540,24/08/2017,77,1974,4.5,1,35,10,11,133.1,4.4,2180.47785,2,1,5p
14312,517480,22/01/2020,28,2002,4.3,2,35,10,11,108,0,159.9817986,2,0,5p
14296,882062,18/05/2017,30,2004,4.6,2,50,10,18,89.6,16.8,4605.553519,1,1,4p
13286,2374679,07/04/2017,72,1959,3.3,2,40,10,6,99.4,0,175.4407903,1,0,4p
686,2365256,25/08/2016,80,1962,5.7,2,40,10,5,97.6,0,694.716461,1,0,5p
13531,3365263,28/11/2019,94,1938,3,1,40,10,5,169.4,0,1195.422653,1,0,2p et moins
6396,1867761,30/09/2020,78,1933,5.3,1,24,20,7,73.5,0,178.3210927,2,0,3p
5047,1794804,10/06/2016,62,1910,9.1,2,40,19,11,107,0,920.6652015,1,0,3p
14953,3262101,02/03/2017,95,1960,4.9,1,40,10,11,126.6,0,346.7505988,1,0,3p
7537,2849512,29/11/2016,95,1970,3,1,90,10,11,54.4,0,287.6864078,1,0,3p
4338,1620415,02/10/2015,60,1996,3.1,2,35,10,7,223.3,29.6,7448.264716,2,1,3p
7317,3042826,12/07/2019,86,2010,3.1,1,30,10,7,295.8,0,1606.346218,1,0,5p
4872,2369842,06/05/2019,69,1962,6.4,2,50,30,7,183,0,1496.457864,1,0,4p
5966,529605,29/10/2020,28,1890,3.5,1,10,19,5,95.2,0,578.6292713,1,0,2p et moins
1289,1352286,04/08/2016,44,1989,3,2,69,90,15,35.2,0,229.0602438,1,0,4p
2668,959956,24/08/2018,33,1936,3,1,40,10,5,83.1,4.4,945.8984501,1,1,3p
4760,888483,27/01/2015,33,2007,3.7,1,40,10,7,83.9,0,513.4018559,2,0,5p
12563,1143375,12/09/2018,37,1984,4.8,2,50,20,6,58.1,0,64.49735685,1,0,5p
2660,358652,28/06/2016,14,1997,4.3,1,60,20,9,168.6,12.4,1175.31578,1,1,3p
8021,286336,25/01/2020,15,2004,4.1,2,50,10,8,122.5,22.8,418.1047497,2,1,5p
7092,1518380,18/02/2020,62,1969,3,2,40,20,5,89.5,0,531.3263687,1,0,5p
3856,1607215,11/01/2019,44,1985,3,1,30,10,NA,82.4,0,1384.886581,1,0,5p
3979,1662938,23/01/2018,54,1906,8,2,20,10,7,64.5,0,125.0220924,1,0,3p
13098,1073821,10/11/2017,33,1985,3.6,2,40,10,17,93,0,706.9473101,1,0,5p
6096,1477011,04/06/2020,60,1992,3,1,90,90,5,104,12.3,288.3561124,1,1,5p
8283,3302803,04/03/2019,93,1986,3,1,90,10,9,49.2,0,278.0877017,1,0,3p
9840,343514,28/06/2016,14,1986,3.7,2,50,14,8,162.5,12.3,597.5099854,2,1,4p
9909,941061,21/09/2020,41,1981,3.5,1,59,10,6,183.7,0,184.5602077,1,0,3p
8457,2846760,29/10/2019,80,1924,5.1,2,40,20,7,146.9,0,251.3540726,2,0,3p
2237,140651,17/12/2018,6,1925,10.8,2,14,10,5,165.1,0,661.7239206,1,0,3p
10294,1709973,12/11/2020,72,1830,3.5,1,10,10,5,103.3,8.7,508.3947119,2,1,4p
10034,2138652,06/06/2019,60,1800,4.9,2,10,10,9,170.2,0,1550.309021,1,0,5p
7316,197461,20/10/2017,7,1991,5.8,2,20,10,13,220.3,0,2460.771552,2,0,4p
12979,1891843,17/10/2018,62,1930,9.4,3,40,10,8,192.9,0,346.9197877,2,0,6p et plus
11782,1195256,18/03/2020,50,1971,5.6,2,14,10,8,927.5,0,1339.092937,2,0,5p
1664,2317990,19/05/2016,78,1890,5.3,2,10,10,10,206.3,0,300.2041508,1,0,4p
3652,1105158,20/07/2020,45,1908,3,2,10,20,12,229.6,37.5,923.1209626,1,1,5p
9115,1910191,02/01/2018,62,1977,6.7,2,30,40,9,40,0,6400.274177,1,0,5p
10713,609573,25/02/2017,22,1850,4.8,1,10,20,7,150.3,2.8,520.7650387,1,1,2p et moins
11853,390978,05/02/2020,22,1950,8.6,2,51,20,10,130.8,0,392.473916,1,0,6p et plus
10616,2049879,10/12/2015,74,1989,6.4,1,26,10,9,79.2,0,565.3002904,2,0,4p
4388,429495,17/09/2020,22,1974,4.2,1,15,20,5,20.9,0,21.12444262,1,0,4p
7319,1990899,21/02/2019,56,1977,5.2,1,34,20,5,138.1,0,922.8065536,1,0,4p
13960,614475,27/09/2018,24,2007,4.1,1,40,10,7,66.3,0,155.9727187,1,0,2p et moins
14937,861519,16/08/2016,31,1930,3.8,1,56,10,12,110.1,0,862.4627632,1,0,4p
7688,537744,14/10/2015,24,1915,5.2,2,13,10,5,23,0,22.21684914,1,0,4p
10432,2113742,08/03/2017,63,1922,7.1,2,59,13,6,194,0,602.5185789,2,0,6p et plus
13853,2376156,17/12/2016,81,1900,5.5,2,10,10,12,110.7,0,680.9088312,1,0,4p
9977,519531,17/08/2016,21,1780,5.5,2,10,10,22,85.3,7.4,399.4453866,1,1,5p
11,875151,28/11/2017,30,1988,4.3,1,59,10,9,172.9,0,502.0907536,1,0,3p
1801,1952739,22/05/2019,56,2004,4.8,2,3,2,9,1179,0,4565.918539,1,0,5p
669,1276787,05/01/2015,45,1965,5.4,1,0,0,5,240.3,0,288.4895856,2,0,3p
1614,864610,04/04/2019,29,1952,4.3,2,10,20,10,133.6,25.1,1612.526571,1,1,5p
5342,2064604,17/08/2017,62,1985,5.3,2,24,10,7,156.2,0,383.7970254,1,0,6p et plus
5300,2275425,28/09/2018,76,1993,6,2,50,10,7,132.6,24.7,634.8395831,1,1,6p et plus
10485,2392725,09/08/2018,78,1992,3.7,2,30,10,8,132.6,0,727.7197307,2,0,4p
2525,1126822,09/08/2019,33,2013,5.2,1,4,1,10,89.4,0,371.0359905,1,0,4p
4508,2488341,19/12/2019,72,1700,4.3,1,12,20,9,55.4,0,183.3682554,1,0,2p et moins
9639,1654522,06/07/2015,61,1800,3.9,1,10,10,7,125.2,0,621.7935549,2,0,2p et moins
11454,1606002,27/10/2020,66,1977,4.7,1,40,10,8,435.1,0,793.3603184,2,0,2p et moins
11620,487476,20/11/2015,22,1974,4.2,1,15,20,7,91.1,0,137.1960731,1,0,4p
3645,731125,03/01/2020,33,1943,5.2,2,10,10,NA,72.4,2.2,208.1283379,1,1,4p
14491,2285042,18/01/2018,77,1980,5.4,2,40,10,NA,55.9,0,55.67056752,1,0,5p
10489,1036164,28/01/2016,35,2003,4.5,2,50,20,17,157.1,27.7,830.2140858,1,1,5p
9511,2597175,26/06/2018,85,1991,4.2,1,30,10,19,110.7,0,954.9605388,1,0,5p
6964,2214403,11/04/2020,91,1972,8.3,3,40,20,9,77.8,0,151.0202118,2,0,6p et plus
2135,1839438,07/04/2020,77,1969,6.8,2,35,10,5,48.5,0,544.8270179,1,0,5p
546,1151469,30/06/2015,41,1850,4.3,2,16,10,14,128.8,7.1,355.4879184,1,1,5p
8733,2793425,06/04/2017,83,2010,5.9,2,50,10,5,94.5,0,152.3203361,1,0,4p
8435,613864,26/09/2015,27,1993,4.3,2,50,10,6,111.5,0,206.4258728,1,0,5p
10936,336693,06/10/2016,13,1906,7.7,2,10,10,5,92.4,0,474.5031712,1,0,5p
2583,1094272,28/06/2019,33,2013,4.3,2,20,10,7,96,0,338.8867929,2,0,3p
9817,2280602,29/01/2018,76,1906,9,2,49,20,7,220.7,0,235.6739736,1,0,6p et plus
4092,1488294,24/09/2019,41,1969,4.6,2,40,10,12,104.9,0,106.1705704,1,0,6p et plus
5137,2791075,30/05/2016,94,1975,4.3,2,40,10,9,151.7,4.6,750.0867618,1,1,6p et plus
3742,746203,25/08/2017,27,1975,3.9,1,50,10,8,142.7,0,1633.348803,1,0,3p
496,493946,05/12/2017,17,2006,3.4,1,50,10,20,113.8,4.8,1006.484048,2,1,4p
2878,2144730,19/09/2018,72,1999,3.4,2,90,20,14,130.6,36.6,314.5286506,2,1,5p
5470,719112,06/07/2020,33,2007,3,1,40,10,NA,51.7,0,181.5372547,2,0,4p
3128,2161544,22/02/2018,72,1820,5.8,2,12,10,9,61.2,0,199.0738846,1,0,4p
3495,790950,23/12/2015,31,2009,4.3,2,20,10,17,282.3,44.4,486.5758513,2,1,5p
2608,697869,08/12/2018,28,1800,3.2,2,39,10,7,82.2,0,819.3452556,1,0,5p
6033,822435,06/10/2017,29,2015,3,2,4,2,5,265.7,17.7,7445.679162,2,1,6p et plus
8814,1671245,25/10/2016,59,1935,3,1,40,10,7,164.3,0,1369.546045,1,0,2p et moins
4715,1915046,31/01/2020,79,2015,3,1,40,10,5,218.7,0,350.5011614,2,0,5p
5950,1920641,30/06/2016,66,2012,6.2,2,9,1,15,99.5,0,253.0295323,2,0,5p
10890,2747524,28/03/2018,91,2013,8.9,2,30,10,5,59.9,16.1,195.957621,2,1,4p
2467,344629,27/03/2018,14,1985,4.6,2,30,10,5,56.7,0,55.78409849,1,0,4p
4290,1665756,22/05/2015,62,2002,5.3,2,40,10,18,89.2,20.6,270.0998231,2,1,6p et plus
14119,1370535,02/12/2019,38,1906,8.2,2,10,10,13,237.1,0,1811.639152,1,0,5p
2954,425788,28/09/2015,18,1978,3.6,1,50,20,7,108.1,0,414.2718214,1,0,5p
7256,429018,09/08/2016,17,1995,3,1,50,10,7,89.6,0,371.8926324,2,0,4p
54,1956280,03/02/2015,72,1800,5.1,1,90,20,8,223.6,0,223.6652177,1,0,3p
6074,462054,27/10/2015,21,2007,4.5,2,54,10,8,130.4,0,581.7650689,1,0,5p
3451,774878,20/05/2020,35,1853,4.8,1,14,20,7,55.3,0,54.96945576,1,0,4p
1567,2899111,18/04/2017,86,2004,5.4,1,2,1,9,163.4,0,184.2403416,1,0,4p
4950,2298809,17/01/2019,64,1982,4.7,1,45,10,5,60.2,0,250.7714448,1,0,3p
12778,1024009,30/11/2016,34,1969,5.5,1,40,10,14,211.1,0,208.0729708,1,0,3p
1988,2942608,18/06/2018,95,1981,4,1,30,10,5,135.2,11.7,1358.824477,2,1,4p
7768,1940314,29/05/2020,80,1935,5.4,2,40,10,10,261.7,0,462.4852611,2,0,4p
5787,2182388,30/12/2019,62,1971,4.1,2,50,10,7,97.1,16.1,148.1118806,2,1,5p
2944,1920433,18/05/2020,79,1880,9.5,2,10,90,7,149.3,0,1332.523975,1,0,2p et moins
4581,876833,10/02/2016,32,1700,9.9,2,12,10,7,136.9,0,2411.121282,1,0,3p
7292,656205,03/10/2018,26,2008,3.2,1,20,10,8,127.1,0,194.5526237,1,0,4p
8011,2000474,27/04/2017,59,2001,5.6,1,40,10,14,141.6,0,630.1452344,1,0,2p et moins
6194,1350091,21/08/2020,56,1979,5.2,2,50,20,7,135.3,0,605.9236838,1,0,6p et plus
13910,1416514,20/08/2019,38,2007,5.3,3,90,10,5,92.4,10,836.645135,1,1,3p
10360,1338375,18/05/2020,56,1955,6.6,2,15,20,5,211.8,0,2417.252466,1,0,6p et plus
16,2609132,23/08/2017,77,2003,5,2,50,10,10,2888.5,17.2,8609.132593,1,1,6p et plus
2298,1684185,18/11/2017,49,2007,3.8,2,30,10,13,208.7,192.4,1155.444397,1,1,5p
13866,2208110,12/06/2020,91,1989,3.2,2,50,10,14,97.1,0,208.3766754,1,0,5p
1414,2452176,07/06/2017,74,2001,7.6,2,50,10,18,94.8,4.3,263.2891508,2,1,5p
6615,1533272,12/10/2020,62,1952,11.1,3,14,13,10,164.4,0,1054.027172,1,0,6p et plus
1929,54500,31/10/2019,2,1924,12.7,3,14,23,7,28.4,0,28.99890516,1,0,6p et plus
8945,1006794,04/06/2015,36,1920,6.9,2,14,20,6,235.4,0,561.6092818,1,0,4p
9877,1765682,15/09/2016,60,1600,8.3,2,20,10,6,54.3,0,54.08693724,1,0,6p et plus
1215,1001641,10/10/2015,35,1995,3.4,2,50,20,11,241.5,5.2,2039.381002,2,1,6p et plus
832,2032599,21/03/2017,60,1900,4.4,2,20,10,7,97.7,0,596.5668992,1,0,3p
4166,3164999,26/09/2017,93,1920,4,2,24,30,NA,93.2,0,267.0111205,2,0,4p
2149,503263,24/04/2019,17,1974,6.1,1,30,10,16,448,0,2219.47549,1,0,4p
6026,1656342,30/06/2020,69,2008,3,1,34,10,9,71.4,0,339.545444,2,0,5p
